NAME	DESCRIPTION	RootControl12h	RootControl24h	RootControl6h	RootPA0112h	RootPA0124h	RootPA016h
AT1G47380	NA@Probable protein phosphatase 2C 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX08]	0.0	0.0	0.0	53.36	0.0	0.0
AT1G47420	SDH5@Succinate dehydrogenase subunit 5, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SX77]	115.79	689.51	114.55	116.99	0.0	343.0
AT1G47480	CXE2@Probable carboxylesterase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX78]	0.0	0.0	103.17	0.0	0.0	102.92
AT1G47490	RBP47C@Polyadenylate-binding protein RBP47C [Source:UniProtKB/Swiss-Prot;Acc:Q9SX79]	0.0	0.0	62.12	62.84	61.13	0.0
AT1G47500	RBP47C'@Polyadenylate-binding protein RBP47C' [Source:UniProtKB/Swiss-Prot;Acc:Q9SX80]	0.0	0.0	63.35	64.59	66.88	0.0
AT1G47530	DTX33@Protein DETOXIFICATION 33 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX83]	181.38	180.45	60.17	243.35	63.03	0.0
AT1G47550	SEC3A@Exocyst complex component sec3A [Source:UniProtKB/TrEMBL;Acc:F4HTA1]	0.0	56.5	0.0	56.93	67.41	35.16
AT1G47570	NA@At1g47570 [Source:UniProtKB/TrEMBL;Acc:Q6NL06]	0.0	60.79	0.0	61.49	63.7	60.55
AT1G47600	TGG4@Myrosinase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8GRX1]	209.29	69.38	138.71	140.5	72.7	207.26
AT1G47620	CYP96A8@At1g47620 [Source:UniProtKB/TrEMBL;Acc:Q9SX95]	0.0	65.13	0.0	0.0	0.0	0.0
AT1G47640	NA@At1g47640/F16N3_6 [Source:UniProtKB/TrEMBL;Acc:Q9SX96]	108.51	0.0	107.44	0.0	0.0	0.0
AT1G47670	AATL1@Lysine histidine transporter-like 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX98]	0.0	177.99	0.0	0.0	0.0	0.0
AT1G47710	NA@Serine protease inhibitor (SERPIN) family protein [Source:TAIR;Acc:AT1G47710]	79.04	0.0	78.5	79.64	82.33	78.22
AT1G47740	NA@PPPDE putative thiol peptidase family protein [Source:UniProtKB/TrEMBL;Acc:Q8RXP3]	177.54	0.0	88.08	0.0	0.0	87.81
AT1G47820	NA@T2E6.7 [Source:UniProtKB/TrEMBL;Acc:Q9FZG2]	0.0	0.0	0.0	0.0	0.0	235.98
AT1G47840	HXK3@Hexokinase-like 1 protein [Source:UniProtKB/Swiss-Prot;Acc:Q9FZG4]	66.0	0.0	0.0	0.0	0.0	0.0
AT1G47870	E2FC@E2FC [Source:UniProtKB/TrEMBL;Acc:A0A178WB46]	0.0	143.72	0.0	0.0	0.0	71.55
AT1G47900	FPP6@Filament-like plant protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9C698]	33.92	30.28	33.85	102.2	0.0	0.0
AT1G47970	NA@At1g47970 [Source:UniProtKB/TrEMBL;Acc:Q9C7Y9]	101.81	0.0	100.87	0.0	105.95	201.25
AT1G48000	MYB112@MYB transcription factor [Source:UniProtKB/TrEMBL;Acc:Q94CJ3]	140.45	0.0	0.0	0.0	0.0	0.0
AT1G48030	LPD1@Dihydrolipoyl dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M5K3]	0.0	210.55	140.32	71.07	123.39	0.0
AT1G48050	KU80@ATP-dependent DNA helicase 2 subunit KU80 [Source:UniProtKB/Swiss-Prot;Acc:Q9FQ09]	53.19	0.0	0.0	0.0	0.0	0.0
AT1G48090	NA@calcium-dependent lipid-binding family protein [Source:TAIR;Acc:AT1G48090]	0.0	8.55	0.0	8.59	8.96	0.0
AT1G48110	ECT7@evolutionarily conserved C-terminal region 7 [Source:TAIR;Acc:AT1G48110]	44.78	0.0	0.0	0.0	93.43	0.0
AT1G48140	DPMS3@DPMS3 [Source:UniProtKB/TrEMBL;Acc:A0A178WDH1]	192.33	0.0	0.0	0.0	0.0	0.0
AT1G48160	SRP19@Signal recognition particle 19 kDa protein [Source:UniProtKB/Swiss-Prot;Acc:Q943Z6]	0.0	0.0	0.0	0.0	0.0	153.38
AT1G48170	NA@Proteasome assembly chaperone [Source:UniProtKB/TrEMBL;Acc:Q8VYQ0]	0.0	0.0	0.0	0.0	0.0	113.97
AT1G48210	NA@Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HWU0]	0.0	0.0	184.66	187.82	0.0	65.97
AT1G48230	NA@Probable sugar phosphate/phosphate translocator At1g48230 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNH5]	63.57	0.0	64.02	0.0	0.0	0.0
AT1G48240	NPSN12@Novel plant SNARE 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNH6]	0.0	0.0	82.73	0.0	0.0	0.0
AT1G48260	CIPK17@CBL-interacting serine/threonine-protein kinase 17 [Source:UniProtKB/Swiss-Prot;Acc:Q94C40]	0.0	0.0	65.92	0.0	0.0	0.0
AT1G48300	NA@unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Ha. [Source:TAIR;Acc:AT1G48300]	105.67	314.76	209.3	320.07	0.0	104.41
AT1G48310	CHR18@chromatin remodeling factor18 [Source:TAIR;Acc:AT1G48310]	0.0	0.0	0.0	49.11	0.0	0.0
AT1G48320	DHNAT1@DHNAT1 [Source:UniProtKB/TrEMBL;Acc:A0A178WIC5]	169.29	0.0	0.0	0.0	0.0	0.0
AT1G48410	AGO1@ICU9 [Source:UniProtKB/TrEMBL;Acc:A0A178WL72]	101.07	67.11	67.25	67.67	140.65	33.44
AT1G48430	NA@Dihydroxyacetone kinase [Source:UniProtKB/TrEMBL;Acc:F4HYF4]	53.58	0.0	53.36	0.0	55.88	0.0
AT1G48450	NA@Alanine-tRNA ligase, putative (DUF760) [Source:UniProtKB/TrEMBL;Acc:Q9LP80]	0.0	0.0	0.0	0.0	85.17	0.0
AT1G48480	RKL1@Probable inactive receptor kinase At1g48480 [Source:UniProtKB/Swiss-Prot;Acc:Q9LP77]	89.49	44.55	44.61	44.97	46.68	0.0
AT1G48490	NA@Protein kinase superfamily protein [Source:TAIR;Acc:AT1G48490]	26.13	26.04	26.1	78.69	0.0	0.0
AT1G48540	NA@Outer arm dynein light chain 1 protein [Source:UniProtKB/TrEMBL;Acc:F4HYH4]	0.0	0.0	0.0	32.34	32.89	0.0
AT1G48570	NA@T1N15.19 [Source:UniProtKB/TrEMBL;Acc:Q9LP67]	0.0	0.0	0.0	0.0	0.0	38.1
AT1G48600	NMT2@PMEAMT [Source:UniProtKB/TrEMBL;Acc:A0A178WLJ9]	136.63	407.67	339.65	184.68	569.57	405.97
AT1G48620	HON5@At1g48620 [Source:UniProtKB/TrEMBL;Acc:Q4V3D1]	102.14	50.83	0.0	102.7	53.26	101.27
AT1G48630	RACK1B@RACK1B_AT [Source:UniProtKB/TrEMBL;Acc:A0A178W908]	86.79	86.25	344.51	87.5	90.38	85.86
AT1G48635	PEX3@Peroxin 3 [Source:UniProtKB/TrEMBL;Acc:F4HYJ3]	0.0	0.0	0.0	0.0	81.33	0.0
AT1G48650	NA@DEA(D/H)-box RNA helicase family protein [Source:UniProtKB/TrEMBL;Acc:F4HYJ6]	0.0	29.14	0.0	0.0	0.0	29.04
AT1G48750	NA@Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q94AQ3]	593.35	584.32	287.97	607.77	306.24	868.97
AT1G48790	AMSH1@AMSH-like ubiquitin thioesterase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYB5]	0.0	54.72	54.76	110.62	0.0	163.53
AT1G48830	RPS7A@40S ribosomal protein S7 [Source:UniProtKB/TrEMBL;Acc:A0A178WGF0]	141.91	140.69	356.38	0.0	0.0	237.19
AT1G48840	NA@Heat-inducible transcription repressor (DUF639) [Source:UniProtKB/TrEMBL;Acc:Q8VXZ2]	0.0	0.0	44.08	0.0	0.0	0.0
AT1G48850	EMB1144@Chorismate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P57720]	0.0	68.46	142.8	346.55	286.94	204.52
AT1G48860	NA@3-phosphoshikimate 1-carboxyvinyltransferase [Source:UniProtKB/TrEMBL;Acc:Q9FVP6]	56.71	130.42	65.21	114.1	59.13	64.94
AT1G48900	SRP-54C@Signal recognition particle 54 kDa protein 3 [Source:UniProtKB/Swiss-Prot;Acc:P49967]	0.0	0.0	0.0	124.53	0.0	71.65
AT1G48920	NUCL1@Nucleolin 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FVQ1]	170.75	283.18	113.33	343.55	296.72	394.89
AT1G48930	AtGH9C1@Endoglucanase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9M995]	107.38	53.43	0.0	0.0	0.0	0.0
AT1G48970	NA@NagB/RpiA/CoA transferase-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I048]	0.0	0.0	0.0	0.0	56.94	0.0
AT1G49040	SCD1@SCD1 [Source:UniProtKB/TrEMBL;Acc:A0A178WQS8]	0.0	0.0	68.73	34.58	29.78	0.0
AT1G49050	APCB1@Aspartyl protease APCB1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9A8]	0.0	58.4	58.43	0.0	0.0	0.0
AT1G49140	NA@NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-A [Source:UniProtKB/Swiss-Prot;Acc:Q9M9B4]	207.75	0.0	0.0	0.0	0.0	0.0
AT1G49160	WNK7@Protein kinase superfamily protein [Source:TAIR;Acc:AT1G49160]	0.0	0.0	0.0	0.0	67.44	0.0
AT1G49180	NA@Serine/threonine-protein kinase ATG1t [Source:UniProtKB/Swiss-Prot;Acc:F4I1N8]	0.0	0.0	0.0	91.55	94.51	0.0
AT1G49240	ACT8@Actin-8 [Source:UniProtKB/Swiss-Prot;Acc:Q96293]	267.39	531.9	132.96	134.6	139.34	463.49
AT1G49300	RABG3E@Ras-related protein RABG3e [Source:UniProtKB/Swiss-Prot;Acc:Q9XI98]	0.0	0.0	97.36	127.24	130.82	0.0
AT1G49310	NA@At1g49310 [Source:UniProtKB/TrEMBL;Acc:Q84W13]	403.18	0.0	197.64	0.0	0.0	0.0
AT1G49320	USPL1@BURP domain protein USPL1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XI99]	0.0	0.0	100.5	0.0	0.0	0.0
AT1G49340	PI4KA1@Phosphatidylinositol 4-kinase alpha 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SXA1]	47.94	0.0	33.23	16.67	0.0	66.01
AT1G49350	NA@PfkB-like carbohydrate kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q94AT3]	0.0	0.0	81.73	0.0	0.0	0.0
AT1G49360	NA@F-box protein At1g49360 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIA2]	0.0	88.28	0.0	0.0	92.51	0.0
AT1G49380	CCS1@Cytochrome c biogenesis protein CCS1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9XIA4]	0.0	55.65	55.68	0.0	0.0	0.0
AT1G49430	LACS2@Long chain acyl-CoA synthetase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIA9]	57.43	0.0	57.17	231.1	48.7	56.92
AT1G49450	NA@F13F21.11 protein [Source:UniProtKB/TrEMBL;Acc:Q9XIB2]	0.0	0.0	0.0	0.0	58.61	0.0
AT1G49480	REM19@B3 domain-containing protein REM19 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIB5]	192.28	0.0	0.0	0.0	0.0	95.47
AT1G49500	NA@At1g49500/F13F21_6 [Source:UniProtKB/TrEMBL;Acc:Q9XIB7]	0.0	0.0	122.26	0.0	0.0	0.0
AT1G49520	NA@At1g49520 [Source:UniProtKB/TrEMBL;Acc:Q501B9]	0.0	75.66	0.0	0.0	79.29	0.0
AT1G49540	ELP2@Elongator protein 2 [Source:UniProtKB/TrEMBL;Acc:F4I1S8]	41.52	0.0	0.0	0.0	0.0	0.0
AT1G49560	HHO6@Transcription factor HHO6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX84]	0.0	75.72	0.0	0.0	0.0	0.0
AT1G49570	PER10@Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178WK78]	0.0	81.21	0.0	0.0	170.2	0.0
AT1G49580	CRK8@CDPK-related kinase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX86]	99.79	0.0	0.0	0.0	104.08	0.0
AT1G49590	ZOP1@Zinc finger protein ZOP1 [Source:UniProtKB/Swiss-Prot;Acc:Q7XA66]	99.85	0.0	0.0	100.77	0.0	0.0
AT1G49600	ATRBP47A@RNA-binding protein 47A [Source:TAIR;Acc:AT1G49600]	230.57	114.71	0.0	115.98	60.1	98.01
AT1G49620	KRP7@Cyclin-dependent kinase inhibitor family protein [Source:TAIR;Acc:AT1G49620]	0.0	0.0	0.0	0.0	110.05	0.0
AT1G49630	PREP2@Presequence protease 2, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8VY06]	0.0	0.0	39.63	0.0	33.42	32.56
AT1G49650	CXE4@Probable carboxylesterase 4, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FX93]	0.0	0.0	0.0	0.0	0.0	82.58
AT1G49660	CXE5@Probable carboxylesterase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX94]	0.0	99.08	98.86	0.0	0.0	0.0
AT1G49670	NQR@ARP protein (REF) [Source:TAIR;Acc:AT1G49670]	50.13	0.0	0.0	50.4	42.75	49.7
AT1G49720	ABF1@Abscisic acid responsive element-binding factor 1 [Source:UniProtKB/TrEMBL;Acc:F4I3C9]	0.0	0.0	0.0	0.0	0.0	94.47
AT1G49740	NA@F14J22.5 protein [Source:UniProtKB/TrEMBL;Acc:Q9FXA0]	0.0	0.0	60.67	0.0	0.0	60.41
AT1G49760	PAB8@Polyadenylate-binding protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXA2]	0.0	91.35	88.13	222.12	0.0	91.01
AT1G49840	NA@Glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620) [Source:UniProtKB/TrEMBL;Acc:Q9C6D0]	0.0	0.0	0.0	0.0	0.0	51.11
AT1G49850	RHY1A@Probable E3 ubiquitin-protein ligase RHY1A [Source:UniProtKB/Swiss-Prot;Acc:Q852U6]	88.27	0.0	0.0	0.0	0.0	0.0
AT1G49860	GSTF14@Glutathione S-transferase F14 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6C8]	0.0	106.88	0.0	0.0	0.0	0.0
AT1G49950	TRB1@Telomere repeat-binding factor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VWK4]	80.62	0.0	0.0	0.0	0.0	0.0
AT1G49960	NAT4@Nucleobase-ascorbate transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:P93039]	131.75	0.0	131.04	198.95	274.64	65.26
AT1G49970	CLPR1@ATP-dependent Clp protease proteolytic subunit-related protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9XJ35]	70.44	70.05	0.0	0.0	146.8	0.0
AT1G49980	POLK@DNA polymerase kappa [Source:UniProtKB/Swiss-Prot;Acc:Q6JDV7]	0.0	0.0	41.23	0.0	43.14	0.0
AT1G50000	NA@Methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q6E297]	0.0	233.67	0.0	0.0	0.0	0.0
AT1G50010	TUBA4@Tubulin alpha-2 chain [Source:UniProtKB/Swiss-Prot;Acc:B9DGT7]	272.41	577.62	474.03	0.0	0.0	202.35
AT1G50020	NA@F2J10.10 protein [Source:UniProtKB/TrEMBL;Acc:Q9LPM3]	0.0	0.0	129.22	0.0	0.0	0.0
AT1G50030	TOR@Serine/threonine-protein kinase TOR [Source:UniProtKB/TrEMBL;Acc:A0A178WN52]	28.09	14.0	13.57	0.0	0.0	0.0
AT1G50110	BCAT6@Branched-chain-amino-acid aminotransferase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPM9]	0.0	0.0	84.07	0.0	0.0	0.0
AT1G50120	NA@FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Rgp1 (InterPro:IPR014848),  /.../globulin E-set (InterPro:IPR014756); Ha. [Source:TAIR;Acc:AT1G50120]	48.63	48.4	0.0	0.0	0.0	0.0
AT1G50140	NA@p-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I4Y6]	0.0	34.01	36.26	36.51	0.0	0.0
AT1G50200	ALATS@Alanyl-tRNA synthetase [Source:TAIR;Acc:AT1G50200]	200.16	265.83	33.3	65.87	69.64	32.56
AT1G50250	FTSH1@ATP-dependent zinc metalloprotease FTSH 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39102]	45.42	0.0	45.27	0.0	0.0	45.05
AT1G50260	NTMC2TYPE5.1@At1g50260 [Source:UniProtKB/TrEMBL;Acc:Q8L626]	0.0	0.0	52.34	52.85	46.83	0.0
AT1G50270	PCMP-E42@Pentatricopeptide repeat-containing protein At1g50270 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX45]	0.0	0.0	0.0	0.0	55.17	0.0
AT1G50300	TAF15@Transcription initiation factor TFIID subunit 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9AST1]	0.0	0.0	77.0	156.2	0.0	0.0
AT1G50320	ATHX@Thioredoxin X, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LD49]	0.0	0.0	0.0	0.0	0.0	160.91
AT1G50360	VIII-A@Myosin-3 [Source:UniProtKB/Swiss-Prot;Acc:F4I507]	0.0	0.0	0.0	27.06	0.0	26.77
AT1G50370	FYPP1@Phytochrome-associated serine/threonine-protein phosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX52]	0.0	0.0	0.0	0.0	75.55	143.58
AT1G50380	NA@Prolyl oligopeptidase family protein [Source:TAIR;Acc:AT1G50380]	0.0	43.69	0.0	0.0	0.0	43.53
AT1G50410	CHR28@Helicase-like transcription factor CHR28 [Source:UniProtKB/Swiss-Prot;Acc:Q94BR5]	0.0	33.13	0.0	0.0	33.7	32.05
AT1G50420	SCL3@Scarecrow-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPR8]	0.0	0.0	0.0	0.0	0.0	49.3
AT1G50430	DWF5@7-dehydrocholesterol reductase [Source:UniProtKB/Swiss-Prot;Acc:Q9LDU6]	0.0	0.0	74.22	0.0	0.0	0.0
AT1G50460	HKL1@Hexokinase-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPS1]	0.0	54.58	0.0	70.98	0.0	69.8
AT1G50480	THFS@Formate--tetrahydrofolate ligase [Source:UniProtKB/Swiss-Prot;Acc:Q9SPK5]	201.44	0.0	50.17	151.91	0.0	0.0
AT1G50490	UBC20@Ubiquitin-conjugating enzyme E2 20 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7T3]	118.31	0.0	0.0	119.56	0.0	0.0
AT1G50500	HIT1@Membrane trafficking VPS53 family protein [Source:TAIR;Acc:AT1G50500]	0.0	0.0	37.15	0.0	0.0	0.0
AT1G50520	CYP705A27@Cytochrome P450, family 705, subfamily A, polypeptide 27 [Source:UniProtKB/TrEMBL;Acc:F4I6I6]	0.0	0.0	0.0	0.0	71.92	0.0
AT1G50560	CYP705A25@Cytochrome P450, family 705, subfamily A, polypeptide 25 [Source:UniProtKB/TrEMBL;Acc:Q9LPS6]	0.0	59.36	59.38	0.0	0.0	0.0
AT1G50570	NA@At1g50570 [Source:UniProtKB/TrEMBL;Acc:Q9LPS7]	0.0	75.98	0.0	77.0	69.5	0.0
AT1G50575	NA@Putative lysine decarboxylase family protein [Source:UniProtKB/TrEMBL;Acc:Q93XW9]	0.0	0.0	91.94	0.0	0.0	0.0
AT1G50580	UGT79B5@UDP-glycosyltransferase 79B5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPS8]	0.0	0.0	165.83	0.0	0.0	0.0
AT1G50600	SCL5@scarecrow-like 5 [Source:TAIR;Acc:AT1G50600]	177.15	117.5	52.77	59.41	60.22	58.52
AT1G50620	NA@RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C6P8]	0.0	0.0	92.62	0.0	0.0	0.0
AT1G50640	ERF3@Uncharacterized protein At1g50640 (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0SV01]	139.53	69.38	69.36	140.5	0.0	0.0
AT1G50659	NA@\N	133.22	0.0	0.0	0.0	0.0	0.0
AT1G50660	NA@Actin cytoskeleton-regulatory complex pan-like protein [Source:UniProtKB/TrEMBL;Acc:Q9LPT5]	0.0	0.0	38.44	0.0	0.0	0.0
AT1G50670	NA@F11F12.1 protein [Source:UniProtKB/TrEMBL;Acc:Q9LPT6]	0.0	146.18	0.0	112.76	0.0	0.0
AT1G50730	NA@unknown protein; Ha. [Source:TAIR;Acc:AT1G50730]	0.0	37.6	0.0	0.0	0.0	0.0
AT1G50740	FAX5@Protein FATTY ACID EXPORT 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6T7]	0.0	0.0	0.0	0.0	175.95	166.86
AT1G50840	POLGAMMA2@polymerase gamma 2 [Source:TAIR;Acc:AT1G50840]	0.0	31.82	0.0	0.0	33.34	0.0
AT1G50890	TOR1L1@TORTIFOLIA1-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:F4I6M4]	38.99	0.0	77.78	0.0	0.0	0.0
AT1G50920	NA@Nucleolar GTP-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6I8]	0.0	0.0	92.9	46.85	194.46	0.0
AT1G50940	ETFA@Electron transfer flavoprotein subunit alpha, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C6I6]	0.0	0.0	88.94	90.41	0.0	0.0
AT1G51060	HTA10@Probable histone H2A.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C681]	328.86	162.85	161.83	333.5	170.67	323.74
AT1G51070	bHLH115@Basic helix-loop-helix (BHLH) DNA-binding superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I7Z3]	113.26	562.09	0.0	343.25	117.81	335.56
AT1G51130	NSE4A@Non-structural maintenance of chromosomes element 4 homolog A [Source:UniProtKB/Swiss-Prot;Acc:Q9C689]	0.0	0.0	73.08	0.0	0.0	0.0
AT1G51160	NA@At1g51160 [Source:UniProtKB/TrEMBL;Acc:Q9SYB8]	0.0	431.0	0.0	146.77	0.0	285.71
AT1G51170	UNC@Serine/threonine-protein kinase UCN [Source:UniProtKB/Swiss-Prot;Acc:Q9SYB9]	76.7	0.0	0.0	0.0	0.0	0.0
AT1G51200	SAP2@Zinc finger A20 and AN1 domain-containing stress-associated protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0X0]	353.0	116.77	116.38	237.82	420.68	222.78
AT1G51310	NA@tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:F4I824]	0.0	0.0	0.0	0.0	0.0	65.97
AT1G51340	DTX42@Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178W9H8]	0.0	0.0	0.0	0.0	65.61	0.0
AT1G51350	NA@ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8RWE7]	44.75	44.55	0.0	0.0	46.68	44.38
AT1G51390	NIFU5@NifU-like protein 5, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C8J2]	0.0	0.0	0.0	0.0	0.0	95.98
AT1G51420	ATSPP1@sucrose-phosphatase 1 [Source:TAIR;Acc:AT1G51420]	92.31	0.0	74.99	295.51	0.0	65.97
AT1G51450	TRO@Protein TRAUCO [Source:UniProtKB/Swiss-Prot;Acc:Q9C8J7]	62.22	0.0	0.0	0.0	0.0	0.0
AT1G51470	TGG5@Myrosinase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q3ECS3]	195.03	64.67	0.0	0.0	67.76	0.0
AT1G51500	ABCG12@WBC12 [Source:UniProtKB/TrEMBL;Acc:A0A178W3S0]	0.0	44.49	0.0	0.0	0.0	0.0
AT1G51510	Y14@Y14 [Source:UniProtKB/TrEMBL;Acc:A0A178WGD6]	0.0	120.94	120.5	0.0	126.73	120.31
AT1G51520	NA@RNA-binding (RRM/RBD/RNP motifs) family protein [Source:UniProtKB/TrEMBL;Acc:F4I9J8]	0.0	0.0	0.0	0.0	58.7	0.0
AT1G51540	NA@At1g51540 [Source:UniProtKB/TrEMBL;Acc:Q84VX7]	0.0	0.0	0.0	80.11	82.81	0.0
AT1G51570	NA@Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein [Source:UniProtKB/TrEMBL;Acc:Q9C8H3]	35.82	0.0	35.74	35.98	74.76	106.65
AT1G51580	NA@At1g51580 [Source:UniProtKB/TrEMBL;Acc:Q9C553]	0.0	0.0	0.0	0.0	63.84	0.0
AT1G51590	MNS1@Mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C512]	175.25	58.25	0.0	0.0	0.0	116.03
AT1G51600	GATA28@GATA transcription factor 28 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1G0]	84.24	0.0	0.0	0.0	0.0	0.0
AT1G51610	MTPC4@Metal tolerance protein C4 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1G3]	55.07	0.0	0.0	0.0	0.0	54.59
AT1G51630	MSR2@Protein MANNAN SYNTHESIS-RELATED 2 [Source:UniProtKB/Swiss-Prot;Acc:Q0WPA5]	0.0	65.56	131.12	0.0	137.4	65.29
AT1G51640	ATEXO70G2@Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:Q9C8H6]	0.0	0.0	0.0	46.53	0.0	0.0
AT1G51645	NA@other RNA [Source:TAIR;Acc:AT1G51645]	0.0	0.0	0.0	0.0	62.27	0.0
AT1G51650	NA@ATP synthase subunit epsilon, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q96253]	352.28	174.36	346.29	178.78	0.0	173.27
AT1G51660	MKK4@MKK4 [Source:UniProtKB/TrEMBL;Acc:A0A178WCC0]	0.0	58.88	58.9	0.0	0.0	0.0
AT1G51680	4CL1@4-coumarate--CoA ligase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q42524]	125.52	62.43	159.15	214.29	499.93	310.04
AT1G51690	ATB ALPHA@protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform [Source:TAIR;Acc:AT1G51690]	0.0	104.24	0.0	0.0	0.0	49.98
AT1G51700	DOF1.7@Dof zinc finger protein DOF1.7 [Source:UniProtKB/Swiss-Prot;Acc:O82155]	0.0	0.0	0.0	0.0	96.68	0.0
AT1G51710	UBP6@Ubiquitin carboxyl-terminal hydrolase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q949Y0]	0.0	61.2	0.0	61.91	128.26	0.0
AT1G51720	NA@Amino acid dehydrogenase family protein [Source:UniProtKB/TrEMBL;Acc:F4I9M9]	0.0	48.71	0.0	0.0	51.04	0.0
AT1G51730	NA@Ubiquitin-conjugating enzyme family protein [Source:UniProtKB/TrEMBL;Acc:Q9C8I1]	202.86	100.73	100.5	0.0	105.56	0.0
AT1G51740	SYP81@Syntaxin-81 [Source:UniProtKB/Swiss-Prot;Acc:P59277]	0.0	0.0	0.0	0.0	0.0	92.77
